step,h30_score,h30_kappa,h30_r_i,h30_T_i,h30_age,h30_status,h31_score,h31_kappa,h31_r_i,h31_T_i,h31_age,h31_status,h32_score,h32_kappa,h32_r_i,h32_T_i,h32_age,h32_status,h33_score,h33_kappa,h33_r_i,h33_T_i,h33_age,h33_status,h34_score,h34_kappa,h34_r_i,h34_T_i,h34_age,h34_status,h35_score,h35_kappa,h35_r_i,h35_T_i,h35_age,h35_status,h36_score,h36_kappa,h36_r_i,h36_T_i,h36_age,h36_status,h37_score,h37_kappa,h37_r_i,h37_T_i,h37_age,h37_status,h38_score,h38_kappa,h38_r_i,h38_T_i,h38_age,h38_status,h39_score,h39_kappa,h39_r_i,h39_T_i,h39_age,h39_status
288,4.4572,0.76,1.0,1.0,10,BLOCKED,0.6771,0.13,0.9998,1.0,10,BLOCKED,2.8371,0.49,1.0,1.0,10,BLOCKED,4.9972,0.85,1.0,1.0,10,BLOCKED,3.917,0.67,0.9999,1.0,10,BLOCKED,5.3432,0.94,1.0,1.0,2,SELECTED,1.2172,0.22,1.0,1.0,10,BLOCKED,2.2971,0.4,0.9999,1.0,10,BLOCKED,3.3771,0.58,1.0,1.0,10,BLOCKED,1.757,0.31,0.9999,1.0,10,BLOCKED
294,4.4571,0.76,1.0,1.0,10,BLOCKED,0.6771,0.13,0.9997,1.0,10,BLOCKED,2.8371,0.49,0.9999,1.0,10,BLOCKED,4.9971,0.85,1.0,1.0,10,BLOCKED,3.9168,0.67,0.9999,1.0,10,BLOCKED,5.3431,0.94,1.0,1.0,2,SELECTED,1.2172,0.22,0.9999,1.0,10,BLOCKED,2.297,0.4,0.9999,1.0,10,BLOCKED,3.3771,0.58,1.0,1.0,10,BLOCKED,1.7569,0.31,0.9998,1.0,10,BLOCKED
300,4.457,0.76,0.9999,1.0,10,BLOCKED,0.677,0.13,0.9996,1.0,10,BLOCKED,2.837,0.49,0.9999,1.0,10,BLOCKED,4.997,0.85,1.0,1.0,10,BLOCKED,3.9166,0.67,0.9998,1.0,10,BLOCKED,5.343,0.94,0.9999,1.0,2,SELECTED,1.2171,0.22,0.9999,1.0,10,BLOCKED,2.2969,0.4,0.9999,1.0,10,BLOCKED,3.377,0.58,0.9999,1.0,10,BLOCKED,1.7568,0.31,0.9997,1.0,10,BLOCKED
306,4.4569,0.76,0.9999,1.0,10,BLOCKED,0.6769,0.13,0.9995,1.0,10,BLOCKED,2.8368,0.49,0.9999,1.0,10,BLOCKED,4.9969,0.85,0.9999,1.0,10,BLOCKED,3.9163,0.67,0.9998,1.0,10,BLOCKED,5.3428,0.94,0.9999,1.0,2,SELECTED,1.2171,0.22,0.9999,1.0,10,BLOCKED,2.2967,0.4,0.9998,1.0,10,BLOCKED,3.3769,0.58,0.9999,1.0,10,BLOCKED,1.7566,0.31,0.9996,1.0,10,BLOCKED
312,4.4568,0.76,0.9999,1.0,10,BLOCKED,0.6767,0.13,0.9992,1.0,10,BLOCKED,2.8366,0.49,0.9998,1.0,10,BLOCKED,4.9968,0.85,0.9999,1.0,10,BLOCKED,3.916,0.67,0.9997,1.0,10,BLOCKED,5.3426,0.94,0.9999,1.0,2,SELECTED,1.217,0.22,0.9998,1.0,10,BLOCKED,2.2965,0.4,0.9997,1.0,10,BLOCKED,3.3767,0.58,0.9999,1.0,10,BLOCKED,1.7563,0.31,0.9995,1.0,10,BLOCKED
318,4.4565,0.76,0.9998,1.0,10,BLOCKED,0.6764,0.13,0.9989,1.0,10,BLOCKED,2.8364,0.49,0.9997,1.0,10,BLOCKED,4.9966,0.85,0.9999,1.0,10,BLOCKED,3.9154,0.67,0.9995,1.0,10,BLOCKED,5.3423,0.94,0.9998,1.0,2,SELECTED,1.2169,0.22,0.9997,1.0,10,BLOCKED,2.2962,0.4,0.9996,1.0,10,BLOCKED,3.3765,0.58,0.9998,1.0,10,BLOCKED,1.7559,0.31,0.9992,1.0,10,BLOCKED
324,4.4562,0.76,0.9998,1.0,10,BLOCKED,0.6761,0.13,0.9985,1.0,10,BLOCKED,2.836,0.49,0.9996,1.0,10,BLOCKED,4.9963,0.85,0.9998,1.0,10,BLOCKED,3.9146,0.67,0.9993,1.0,10,BLOCKED,5.3418,0.94,0.9997,1.0,2,SELECTED,1.2167,0.22,0.9996,1.0,10,BLOCKED,2.2957,0.4,0.9994,1.0,10,BLOCKED,3.3762,0.58,0.9997,1.0,10,BLOCKED,1.7552,0.31,0.9989,1.0,10,BLOCKED
330,4.4558,0.76,0.9997,1.0,10,BLOCKED,0.6756,0.13,0.9978,1.0,10,BLOCKED,2.8354,0.49,0.9994,1.0,10,BLOCKED,4.9958,0.85,0.9997,1.0,10,BLOCKED,3.9134,0.67,0.999,1.0,10,BLOCKED,5.3412,0.94,0.9996,1.0,2,SELECTED,1.2165,0.22,0.9994,1.0,10,BLOCKED,2.2951,0.4,0.9991,1.0,10,BLOCKED,3.3757,0.58,0.9996,1.0,10,BLOCKED,1.7544,0.31,0.9984,1.0,10,BLOCKED
336,4.4551,0.76,0.9995,1.0,10,BLOCKED,0.6773,0.13,1.0,1.0,10,BLOCKED,2.8346,0.49,0.9991,1.0,10,BLOCKED,4.9952,0.85,0.9996,1.0,10,BLOCKED,3.9118,0.67,0.9986,1.0,10,BLOCKED,5.3403,0.94,0.9995,1.0,2,SELECTED,1.2162,0.22,0.9991,1.0,10,BLOCKED,2.2941,0.4,0.9987,1.0,10,BLOCKED,3.375,0.58,0.9994,1.0,10,BLOCKED,1.7532,0.31,0.9978,1.0,10,BLOCKED
342,4.4542,0.76,0.9993,1.0,10,BLOCKED,0.6773,0.13,1.0,1.0,10,BLOCKED,2.8335,0.49,0.9987,1.0,10,BLOCKED,4.9943,0.85,0.9994,1.0,10,BLOCKED,3.9094,0.67,0.998,1.0,10,BLOCKED,5.339,0.94,0.9992,1.0,2,SELECTED,1.2157,0.22,0.9988,1.0,10,BLOCKED,2.2928,0.4,0.9981,1.0,10,BLOCKED,3.3741,0.58,0.9991,1.0,10,BLOCKED,1.7514,0.31,0.9968,1.0,10,BLOCKED
348,4.4528,0.76,0.999,1.0,10,BLOCKED,0.6773,0.13,1.0,1.0,10,BLOCKED,2.8319,0.49,0.9982,1.0,10,BLOCKED,4.9931,0.85,0.9992,1.0,10,BLOCKED,3.9061,0.67,0.9972,1.0,10,BLOCKED,5.3371,0.94,0.9989,1.0,2,SELECTED,1.215,0.22,0.9983,1.0,10,BLOCKED,2.2909,0.4,0.9973,1.0,10,BLOCKED,3.3727,0.58,0.9987,1.0,10,BLOCKED,1.7489,0.31,0.9955,1.0,10,BLOCKED
354,4.4509,0.76,0.9986,1.0,10,BLOCKED,0.6773,0.13,1.0,1.0,10,BLOCKED,2.8296,0.49,0.9974,1.0,10,BLOCKED,4.9913,0.85,0.9988,1.0,10,BLOCKED,3.9013,0.67,0.996,1.0,10,BLOCKED,5.3344,0.94,0.9984,1.0,2,SELECTED,1.214,0.22,0.9975,1.0,10,BLOCKED,2.2881,0.4,0.9962,1.0,10,BLOCKED,3.3708,0.58,0.9981,1.0,10,BLOCKED,1.7453,0.31,0.9936,1.0,10,BLOCKED
360,4.6278,0.79,0.998,1.0,10,SELECTED,0.6773,0.13,1.0,1.0,10,BLOCKED,3.0057,0.52,0.9963,1.0,10,BLOCKED,3.9105,0.67,0.9983,1.0,10,BLOCKED,1.7467,0.31,0.9943,1.0,10,BLOCKED,4.253,0.76,0.9977,1.0,2,BLOCKED,1.2126,0.22,0.9965,1.0,10,BLOCKED,2.2842,0.4,0.9946,1.0,10,BLOCKED,2.6499,0.46,0.9973,1.0,10,BLOCKED,1.9186,0.34,0.9909,1.0,10,BLOCKED
366,4.4299,0.79,0.9972,1.0,2,SELECTED,0.6773,0.13,1.0,1.0,10,BLOCKED,3.0007,0.52,0.9947,1.0,10,BLOCKED,3.9076,0.67,0.9976,1.0,10,BLOCKED,1.7423,0.31,0.9919,1.0,10,BLOCKED,4.3553,0.76,0.9968,1.0,4,BLOCKED,1.2106,0.22,0.995,1.0,10,BLOCKED,2.2787,0.4,0.9923,1.0,10,BLOCKED,2.6468,0.46,0.9962,1.0,10,BLOCKED,1.9107,0.34,0.987,1.0,10,BLOCKED
372,4.4241,0.79,0.996,1.0,2,SELECTED,0.6773,0.13,1.0,1.0,10,BLOCKED,2.9937,0.52,0.9924,1.0,10,BLOCKED,3.9035,0.67,0.9966,1.0,10,BLOCKED,1.7359,0.31,0.9885,1.0,10,BLOCKED,4.3948,0.76,0.9954,1.0,6,BLOCKED,1.2078,0.22,0.9928,1.0,10,BLOCKED,2.2708,0.4,0.989,1.0,10,BLOCKED,2.6423,0.46,0.9946,1.0,10,BLOCKED,1.8996,0.34,0.9815,1.0,10,BLOCKED
378,4.4159,0.79,0.9942,1.0,2,SELECTED,0.6773,0.13,1.0,1.0,10,BLOCKED,2.9837,0.52,0.9892,1.0,10,BLOCKED,3.8977,0.67,0.9951,1.0,10,BLOCKED,1.7269,0.31,0.9837,1.0,10,BLOCKED,4.4112,0.76,0.9935,1.0,8,BLOCKED,1.2038,0.22,0.9898,1.0,10,BLOCKED,2.2597,0.4,0.9843,1.0,10,BLOCKED,2.6359,0.46,0.9923,1.0,10,BLOCKED,1.8838,0.34,0.9738,1.0,10,BLOCKED
384,4.4043,0.79,0.9918,1.0,2,BLOCKED,0.6773,0.13,1.0,1.0,10,BLOCKED,2.9695,0.52,0.9847,1.0,10,BLOCKED,3.8893,0.67,0.993,1.0,10,BLOCKED,1.7142,0.31,0.9768,1.0,10,BLOCKED,4.4147,0.76,0.9907,1.0,10,SELECTED,1.1981,0.22,0.9855,1.0,10,BLOCKED,2.2439,0.4,0.9778,1.0,10,BLOCKED,2.6269,0.46,0.989,1.0,10,BLOCKED,1.8617,0.34,0.963,1.0,10,BLOCKED
390,4.4944,0.79,0.9883,1.0,4,SELECTED,0.6773,0.13,1.0,1.0,10,BLOCKED,2.9495,0.52,0.9783,1.0,10,BLOCKED,3.8775,0.67,0.9901,1.0,10,BLOCKED,1.6963,0.31,0.9672,1.0,10,BLOCKED,4.2028,0.76,0.9867,1.0,2,BLOCKED,1.1901,0.22,0.9794,1.0,10,BLOCKED,2.2218,0.4,0.9685,1.0,10,BLOCKED,2.6141,0.46,0.9843,1.0,10,BLOCKED,1.8311,0.34,0.9479,1.0,10,BLOCKED
396,4.3643,0.79,0.9833,1.0,2,SELECTED,0.6773,0.13,1.0,1.0,10,BLOCKED,2.9213,0.52,0.9692,1.0,10,BLOCKED,3.8606,0.67,0.9859,1.0,10,BLOCKED,1.6714,0.31,0.9538,1.0,10,BLOCKED,4.2839,0.76,0.9811,1.0,4,BLOCKED,1.1787,0.22,0.9708,1.0,10,BLOCKED,2.1908,0.4,0.9556,1.0,10,BLOCKED,2.596,0.46,0.9778,1.0,10,BLOCKED,1.7889,0.34,0.9272,1.0,10,BLOCKED
402,4.3313,0.79,0.9764,1.0,2,SELECTED,0.6773,0.13,1.0,1.0,10,BLOCKED,2.882,0.52,0.9566,1.0,10,BLOCKED,3.8368,0.67,0.98,1.0,10,BLOCKED,1.6369,0.31,0.9353,1.0,10,BLOCKED,4.2938,0.76,0.9733,1.0,6,BLOCKED,1.1629,0.22,0.9588,1.0,10,BLOCKED,2.1481,0.4,0.9378,1.0,10,BLOCKED,2.5705,0.46,0.9686,1.0,10,BLOCKED,1.7316,0.34,0.8992,1.0,10,BLOCKED
408,4.2849,0.79,0.9666,1.0,2,SELECTED,0.6773,0.13,1.0,1.0,10,BLOCKED,2.8275,0.52,0.9392,1.0,10,BLOCKED,3.8033,0.67,0.9717,1.0,10,BLOCKED,1.59,0.31,0.9101,1.0,10,BLOCKED,4.2689,0.76,0.9622,1.0,8,BLOCKED,1.1409,0.22,0.9422,1.0,10,BLOCKED,2.0896,0.4,0.9135,1.0,10,BLOCKED,2.535,0.46,0.9557,1.0,10,BLOCKED,1.6557,0.34,0.862,1.0,10,BLOCKED
414,4.2202,0.79,0.9529,1.0,2,SELECTED,0.6773,0.13,1.0,1.0,10,BLOCKED,2.7531,0.52,0.9153,1.0,10,BLOCKED,3.7564,0.67,0.96,1.0,10,BLOCKED,1.5272,0.31,0.8763,1.0,10,BLOCKED,4.2152,0.76,0.9469,1.0,10,BLOCKED,1.1109,0.22,0.9194,1.0,10,BLOCKED,2.0112,0.4,0.8808,1.0,10,BLOCKED,2.4858,0.46,0.9379,1.0,10,BLOCKED,1.5575,0.34,0.8138,1.0,10,BLOCKED
420,4.1309,0.79,0.9341,1.0,2,SELECTED,0.6773,0.13,1.0,1.0,10,BLOCKED,2.6531,0.52,0.8833,1.0,10,BLOCKED,3.6914,0.67,0.9438,1.0,10,BLOCKED,1.4451,0.31,0.8322,1.0,10,BLOCKED,4.1191,0.76,0.9258,1.0,10,BLOCKED,1.0703,0.22,0.8887,1.0,10,BLOCKED,1.9085,0.4,0.838,1.0,10,BLOCKED,2.4187,0.46,0.9136,1.0,10,BLOCKED,1.4348,0.34,0.7537,1.0,10,BLOCKED
426,4.0092,0.79,0.9084,1.0,2,SELECTED,0.6773,0.13,1.0,1.0,10,BLOCKED,2.5218,0.52,0.8412,1.0,10,BLOCKED,3.6022,0.67,0.9216,1.0,10,BLOCKED,1.3412,0.31,0.7763,1.0,10,BLOCKED,3.989,0.76,0.8973,1.0,10,BLOCKED,1.017,0.22,0.8482,1.0,10,BLOCKED,1.778,0.4,0.7836,1.0,10,BLOCKED,2.3286,0.46,0.8809,1.0,10,BLOCKED,1.288,0.34,0.6817,1.0,10,BLOCKED
432,3.8466,0.79,0.8741,1.0,2,SELECTED,0.6773,0.13,1.0,1.0,10,BLOCKED,2.3546,0.52,0.7876,1.0,10,BLOCKED,3.4818,0.67,0.8917,1.0,10,BLOCKED,1.2149,0.31,0.7084,1.0,10,BLOCKED,3.8165,0.76,0.8595,1.0,10,BLOCKED,0.9486,0.22,0.7964,1.0,10,BLOCKED,1.6184,0.4,0.7171,1.0,10,BLOCKED,2.2106,0.46,0.8382,1.0,10,BLOCKED,1.1211,0.34,0.5999,1.0,10,BLOCKED
438,3.6345,0.79,0.8294,1.0,2,SELECTED,0.6773,0.13,1.0,1.0,10,BLOCKED,2.1496,0.52,0.7219,1.0,10,BLOCKED,3.3227,0.67,0.8521,1.0,10,BLOCKED,1.0686,0.31,0.6297,1.0,10,BLOCKED,3.5939,0.76,0.8107,1.0,10,BLOCKED,0.8642,0.22,0.7325,1.0,10,BLOCKED,1.4323,0.4,0.6396,1.0,10,BLOCKED,2.0605,0.46,0.7838,1.0,10,BLOCKED,0.9419,0.34,0.5121,1.0,10,BLOCKED
444,3.3666,0.79,0.7728,1.0,2,SELECTED,0.6772,0.13,1.0,1.0,10,BLOCKED,1.9097,0.52,0.645,1.0,10,BLOCKED,3.1185,0.67,0.8013,1.0,10,BLOCKED,0.9081,0.31,0.5435,1.0,10,BLOCKED,3.3165,0.76,0.7498,1.0,10,BLOCKED,0.7648,0.22,0.6572,1.0,10,BLOCKED,2.2973,0.4,1.0,1.0,10,BLOCKED,1.8771,0.46,0.7173,1.0,10,BLOCKED,0.7613,0.34,0.4235,1.0,10,BLOCKED
450,3.0416,0.79,0.7043,1.0,2,SELECTED,0.6772,0.13,0.9999,1.0,10,BLOCKED,1.644,0.52,0.5598,1.0,10,BLOCKED,2.8658,0.67,0.7384,1.0,10,BLOCKED,0.7427,0.31,0.4545,1.0,10,BLOCKED,2.9854,0.76,0.6772,1.0,10,BLOCKED,0.6536,0.22,0.573,1.0,10,BLOCKED,2.2973,0.4,1.0,1.0,10,BLOCKED,1.6632,0.46,0.6398,1.0,10,BLOCKED,0.5901,0.34,0.3396,1.0,10,BLOCKED
456,2.6661,0.79,0.625,1.0,2,SELECTED,0.6772,0.13,0.9999,1.0,10,BLOCKED,1.3667,0.52,0.471,1.0,10,BLOCKED,2.5665,0.67,0.664,1.0,10,BLOCKED,0.5825,0.31,0.3684,1.0,10,BLOCKED,2.6101,0.76,0.5949,1.0,10,BLOCKED,0.5366,0.22,0.4844,1.0,10,BLOCKED,2.2973,0.4,1.0,1.0,10,BLOCKED,1.427,0.46,0.5543,1.0,10,BLOCKED,0.4373,0.34,0.2647,1.0,10,BLOCKED
462,2.2559,0.79,0.5385,1.0,2,BLOCKED,0.6772,0.13,0.9999,1.0,10,BLOCKED,1.0952,0.52,0.3839,1.0,10,BLOCKED,2.2305,0.67,0.5804,1.0,10,BLOCKED,0.4365,0.31,0.2899,1.0,10,BLOCKED,2.2088,0.76,0.5069,1.0,10,BLOCKED,0.4209,0.22,0.3967,1.0,10,BLOCKED,2.2973,0.4,1.0,1.0,10,SELECTED,1.1817,0.46,0.4654,1.0,10,BLOCKED,0.3079,0.34,0.2013,1.0,10,BLOCKED
468,1.9411,0.79,0.4496,1.0,4,BLOCKED,0.6771,0.13,0.9998,1.0,10,BLOCKED,0.8449,0.52,0.3037,1.0,10,BLOCKED,1.8749,0.67,0.4919,1.0,10,BLOCKED,0.3107,0.31,0.2223,1.0,10,BLOCKED,1.8056,0.76,0.4185,1.0,10,BLOCKED,0.3134,0.22,0.3152,1.0,10,BLOCKED,2.1033,0.4,1.0,1.0,2,SELECTED,0.9422,0.46,0.3786,1.0,10,BLOCKED,0.2032,0.34,0.1499,1.0,10,BLOCKED
474,1.58,0.79,0.3638,1.0,6,BLOCKED,0.6771,0.13,0.9998,1.0,10,BLOCKED,0.6271,0.52,0.2339,1.0,10,BLOCKED,1.5213,0.67,0.404,1.0,10,BLOCKED,0.2074,0.31,0.1667,1.0,10,BLOCKED,1.4249,0.76,0.335,1.0,10,BLOCKED,0.2189,0.22,0.2437,1.0,10,BLOCKED,2.1033,0.4,1.0,1.0,2,SELECTED,0.7225,0.46,0.299,1.0,10,BLOCKED,0.1215,0.34,0.1099,1.0,10,BLOCKED
480,1.236,0.79,0.2858,1.0,8,BLOCKED,0.677,0.13,0.9997,1.0,10,BLOCKED,0.4467,0.52,0.1761,1.0,10,BLOCKED,1.1909,0.67,0.3218,1.0,10,BLOCKED,0.1258,0.31,0.1229,1.0,10,BLOCKED,1.0861,0.76,0.2607,1.0,10,BLOCKED,0.1402,0.22,0.184,1.0,10,BLOCKED,2.1033,0.4,1.0,1.0,2,SELECTED,0.5318,0.46,0.2299,1.0,10,BLOCKED,0.0596,0.34,0.0796,1.0,10,BLOCKED
486,0.9346,0.79,0.2189,1.0,10,BLOCKED,0.6769,0.13,0.9995,1.0,10,BLOCKED,0.3034,0.52,0.1302,1.0,10,BLOCKED,0.8995,0.67,0.2493,1.0,10,BLOCKED,0.0633,0.31,0.0893,1.0,10,BLOCKED,0.8,0.76,0.198,1.0,10,BLOCKED,0.0773,0.22,0.1363,1.0,10,BLOCKED,2.1033,0.4,1.0,1.0,2,SELECTED,0.3744,0.46,0.1729,1.0,10,BLOCKED,0.0137,0.34,0.057,1.0,10,BLOCKED
492,0.6745,0.79,0.164,1.0,10,BLOCKED,0.6767,0.13,0.9993,1.0,10,BLOCKED,0.1931,0.52,0.0948,1.0,10,BLOCKED,0.6556,0.67,0.1886,1.0,10,BLOCKED,0.0167,0.31,0.0642,1.0,10,BLOCKED,0.5691,0.76,0.1473,1.0,10,BLOCKED,0.0286,0.22,0.0995,1.0,10,BLOCKED,2.1033,0.4,1.0,1.0,2,SELECTED,0.2495,0.46,0.1276,1.0,10,BLOCKED,-0.0198,0.34,0.0406,1.0,10,below0
498,0.4694,0.79,0.1207,1.0,10,BLOCKED,0.6765,0.13,0.999,1.0,10,BLOCKED,0.1104,0.52,0.0683,1.0,10,BLOCKED,0.4599,0.67,0.14,1.0,10,BLOCKED,-0.0175,0.31,0.0458,1.0,10,below0,4.4573,0.76,1.0,1.0,10,SELECTED,-0.0079,0.22,0.0718,1.0,10,below0,2.1033,0.4,1.0,1.0,2,BLOCKED,0.1537,0.46,0.0929,1.0,10,BLOCKED,-0.044,0.34,0.0288,1.0,10,below0
504,0.3129,0.79,0.0877,1.0,10,BLOCKED,0.6761,0.13,0.9986,1.0,10,BLOCKED,0.0496,0.52,0.0488,1.0,10,BLOCKED,0.3084,0.67,0.1023,1.0,10,BLOCKED,-0.0422,0.31,0.0325,1.0,10,below0,4.2633,0.76,1.0,1.0,2,SELECTED,-0.0349,0.22,0.0514,1.0,10,below0,2.21,0.4,1.0,1.0,4,BLOCKED,0.0819,0.46,0.0669,1.0,10,BLOCKED,-0.0612,0.34,0.0203,1.0,10,below0
510,0.196,0.79,0.063,1.0,10,BLOCKED,0.6757,0.13,0.9979,1.0,10,BLOCKED,0.0055,0.52,0.0347,1.0,10,BLOCKED,0.1942,0.67,0.0739,1.0,10,BLOCKED,-0.06,0.31,0.023,1.0,10,below0,4.2633,0.76,1.0,1.0,2,SELECTED,-0.0545,0.22,0.0365,1.0,10,below0,2.2557,0.4,1.0,1.0,6,BLOCKED,0.0291,0.46,0.0478,1.0,10,BLOCKED,-0.0735,0.34,0.0143,1.0,10,below0
0,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1875,0.49,0.0,0.0,7,below0,-0.1875,0.85,0.0,0.0,7,below0,-0.1875,0.67,0.0,0.0,7,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1875,0.22,0.0,0.0,7,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1875,0.58,0.0,0.0,7,below0,-0.75,0.31,0.0,0.0,1,below0
6,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1667,0.49,0.0,0.0,8,below0,-0.1667,0.85,0.0,0.0,8,below0,-0.1667,0.67,0.0,0.0,8,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1667,0.22,0.0,0.0,8,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1667,0.58,0.0,0.0,8,below0,-0.5,0.31,0.0,0.0,2,below0
12,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.15,0.49,0.0,0.0,9,below0,-0.15,0.85,0.0,0.0,9,below0,-0.15,0.67,0.0,0.0,9,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.15,0.22,0.0,0.0,9,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.15,0.58,0.0,0.0,9,below0,-0.375,0.31,0.0,0.0,3,below0
18,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.3,0.31,0.0,0.0,4,below0
24,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.25,0.31,0.0,0.0,5,below0
30,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.2143,0.31,0.0,0.0,6,below0
36,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1875,0.31,0.0,0.0,7,below0
42,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1667,0.31,0.0,0.0,8,below0
48,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.15,0.31,0.0,0.0,9,below0
54,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
60,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
66,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
72,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
78,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
84,-0.1364,0.76,0.0,0.0,10,below0,-0.1364,0.13,0.0,0.0,10,below0,-0.1364,0.49,0.0,0.0,10,below0,-0.1364,0.85,0.0,0.0,10,below0,-0.1364,0.67,0.0,0.0,10,below0,-0.1364,0.94,0.0,0.0,10,below0,-0.1364,0.22,0.0,0.0,10,below0,-0.1364,0.4,0.0,0.0,10,below0,-0.1364,0.58,0.0,0.0,10,below0,-0.1364,0.31,0.0,0.0,10,below0
