step,h1-h30_score,h1-h30_kappa_f,h1-h30_r_f,h1-h30_phi_f,h1-h30_age,h1-h30_status,h1-h31_score,h1-h31_kappa_f,h1-h31_r_f,h1-h31_phi_f,h1-h31_age,h1-h31_status,h1-h32_score,h1-h32_kappa_f,h1-h32_r_f,h1-h32_phi_f,h1-h32_age,h1-h32_status,h1-h33_score,h1-h33_kappa_f,h1-h33_r_f,h1-h33_phi_f,h1-h33_age,h1-h33_status,h1-h34_score,h1-h34_kappa_f,h1-h34_r_f,h1-h34_phi_f,h1-h34_age,h1-h34_status,h1-h35_score,h1-h35_kappa_f,h1-h35_r_f,h1-h35_phi_f,h1-h35_age,h1-h35_status,h1-h36_score,h1-h36_kappa_f,h1-h36_r_f,h1-h36_phi_f,h1-h36_age,h1-h36_status,h1-h37_score,h1-h37_kappa_f,h1-h37_r_f,h1-h37_phi_f,h1-h37_age,h1-h37_status,h1-h38_score,h1-h38_kappa_f,h1-h38_r_f,h1-h38_phi_f,h1-h38_age,h1-h38_status,h1-h39_score,h1-h39_kappa_f,h1-h39_r_f,h1-h39_phi_f,h1-h39_age,h1-h39_status
2598,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2604,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2610,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2616,2.915,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2622,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2628,2.915,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2634,2.915,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2640,2.915,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2646,2.915,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2652,2.825,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2658,2.825,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2664,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2670,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2676,2.915,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2682,2.825,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2688,2.915,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2694,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2700,2.915,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2706,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2712,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2718,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2724,2.825,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2730,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2736,2.915,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2742,2.825,0.72,0.5,1.0,1,SELECTED,2.455,0.39,0.5,1.0,2,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2748,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2754,2.825,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2760,2.825,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2766,2.915,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2772,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2778,2.825,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2784,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2790,2.915,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2796,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2802,2.915,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2808,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2814,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2820,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2826,2.915,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2832,2.915,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2838,3.04,0.72,0.5,1.0,2,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7475,0.585,0.5,1.0,2,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2844,3.04,0.72,0.5,1.0,2,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2850,3.1025,0.72,0.5,1.0,3,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2856,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2862,2.915,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2868,2.915,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2874,3.04,0.72,0.5,1.0,2,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2880,2.8025,0.705,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6,0.57,0.5,1.0,1,SELECTED,1.42,0.75,0.0,1.0,0,BLOCKED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.795,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED
2886,2.8025,0.705,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6,0.57,0.5,1.0,1,SELECTED,1.42,0.75,0.0,1.0,0,BLOCKED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.795,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED
2892,2.8025,0.705,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6,0.57,0.5,1.0,1,SELECTED,1.42,0.75,0.0,1.0,0,BLOCKED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.795,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED
2898,2.9275,0.705,0.5,1.0,2,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6,0.57,0.5,1.0,1,SELECTED,1.42,0.75,0.0,1.0,0,BLOCKED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.795,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED
2904,2.8025,0.705,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6,0.57,0.5,1.0,1,SELECTED,1.42,0.75,0.0,1.0,0,BLOCKED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.795,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED
2910,2.8025,0.705,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6,0.57,0.5,1.0,1,SELECTED,1.42,0.75,0.0,1.0,0,BLOCKED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.795,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.525,0.0,1.0,0,BLOCKED,1.42,0.615,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED
