step,h1-h30_score,h1-h30_kappa_f,h1-h30_r_f,h1-h30_phi_f,h1-h30_age,h1-h30_status,h1-h31_score,h1-h31_kappa_f,h1-h31_r_f,h1-h31_phi_f,h1-h31_age,h1-h31_status,h1-h32_score,h1-h32_kappa_f,h1-h32_r_f,h1-h32_phi_f,h1-h32_age,h1-h32_status,h1-h33_score,h1-h33_kappa_f,h1-h33_r_f,h1-h33_phi_f,h1-h33_age,h1-h33_status,h1-h34_score,h1-h34_kappa_f,h1-h34_r_f,h1-h34_phi_f,h1-h34_age,h1-h34_status,h1-h35_score,h1-h35_kappa_f,h1-h35_r_f,h1-h35_phi_f,h1-h35_age,h1-h35_status,h1-h36_score,h1-h36_kappa_f,h1-h36_r_f,h1-h36_phi_f,h1-h36_age,h1-h36_status,h1-h37_score,h1-h37_kappa_f,h1-h37_r_f,h1-h37_phi_f,h1-h37_age,h1-h37_status,h1-h38_score,h1-h38_kappa_f,h1-h38_r_f,h1-h38_phi_f,h1-h38_age,h1-h38_status,h1-h39_score,h1-h39_kappa_f,h1-h39_r_f,h1-h39_phi_f,h1-h39_age,h1-h39_status
2280,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2286,2.7575,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2292,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2298,2.6675,0.615,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2304,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2310,2.6675,0.615,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2316,2.7575,0.615,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2322,2.6675,0.615,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2328,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2334,2.7575,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2340,2.6675,0.615,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2346,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2352,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2358,2.6675,0.615,0.5,1.0,1,SELECTED,2.455,0.39,0.5,1.0,2,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2364,2.7575,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2370,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2376,2.7575,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2382,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2388,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2394,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2400,2.6675,0.615,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2406,2.7575,0.615,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2412,2.7575,0.615,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2418,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2424,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2430,2.6675,0.615,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2436,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2442,2.7575,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2448,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2454,2.6675,0.615,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2460,2.7575,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2466,2.6675,0.615,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2472,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2478,2.7925,0.615,0.5,1.0,2,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2484,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2490,2.7575,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2496,2.7575,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2502,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2508,2.6675,0.615,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7475,0.585,0.5,1.0,2,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2514,2.6675,0.615,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7475,0.585,0.5,1.0,2,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.735,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED,1.42,0.48,0.0,1.0,0,BLOCKED,1.42,0.555,0.0,1.0,0,BLOCKED,1.42,0.495,0.0,1.0,0,BLOCKED
2520,2.915,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2526,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2532,2.915,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2538,2.915,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2544,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2550,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2556,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2562,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2568,2.825,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2574,2.825,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2580,2.915,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2586,2.825,0.72,0.5,1.0,1,SELECTED,2.33,0.39,0.5,1.0,1,SELECTED,2.7125,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
2592,2.825,0.72,0.5,1.0,1,SELECTED,2.42,0.39,0.5,1.0,1,SELECTED,2.6225,0.585,0.5,1.0,1,SELECTED,1.42,0.66,0.0,1.0,0,BLOCKED,1.42,0.57,0.0,1.0,0,BLOCKED,1.42,0.69,0.0,1.0,0,BLOCKED,1.42,0.45,0.0,1.0,0,BLOCKED,1.42,0.54,0.0,1.0,0,BLOCKED,1.42,0.51,0.0,1.0,0,BLOCKED,1.42,0.435,0.0,1.0,0,BLOCKED
