snapshot_id,src,dst,current_option,route_exposure,link_usage,link_monitor,current_hop_count,hop_penalty,route_grid_priority,max_flow_overlap,overlap_pressure,path,route_capable,latency_ok,frequency_ok,teacher_p_route,teacher_score,teacher_benefit,teacher_cost,teacher_hop_cost,selected_route_label
2,h14,h29,0,1.0,0.0019066666666666668,0.0023833333333333332,3.0,0.0,0.0,0.0,0.0,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.0014776666666666666,-0.049213400000000004,0.0008866,0.05,0.0001,0
2,h15,h29,0,1.0,0.0019066666666666668,0.0023833333333333332,3.0,0.0,0.0,0.0,0.0,"of:0000000000000003:1 -> of:000000000000000b:5, of:000000000000000b:3 -> of:000000000000000d:2, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.0014776666666666666,-0.049213400000000004,0.0008866,0.05,0.0001,0
2,h2,h27,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000002:1 -> of:000000000000000b:4, of:000000000000000b:2 -> of:000000000000000c:2, of:000000000000000c:5 -> of:0000000000000005:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
2,h22,h29,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000005:1 -> of:000000000000000c:5, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
2,h23,h29,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000005:1 -> of:000000000000000c:5, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
2,h24,h29,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000005:1 -> of:000000000000000c:5, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
2,h25,h29,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000005:1 -> of:000000000000000c:5, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
2,h26,h28,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000005:1 -> of:000000000000000c:5, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
2,h26,h29,0,1.0,0.001,0.00125,3.0,0.0,0.0,0.0,0.0,"of:0000000000000005:1 -> of:000000000000000c:5, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.0007750000000000001,-0.049635000000000006,0.000465,0.05,0.0001,0
2,h26,h30,0,1.0,0.001,0.00125,3.0,0.0,0.7777777777777778,0.0,0.0,"of:0000000000000005:1 -> of:000000000000000c:5, of:000000000000000c:3 -> of:000000000000000d:3, of:000000000000000d:4 -> of:0000000000000006:1",1,1,1,0.07855277777777778,-0.0029683333333333406,0.04713166666666666,0.05,0.0001,1
