timestamp,connection_id,eth_src,eth_dst,ipv4_src,ipv4_dst,deviceId,flowId,packets,bytes,flow_life_sec,observed_active_age_sec,state
2026-06-08 16:59:05,None|None|None|None|of:0000000000000002,,,,,of:0000000000000002,281478316350853,0,0,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000002,,,,,of:0000000000000002,281478673389323,6,837,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:02|00:00:00:00:00:01|None|None|of:0000000000000002,00:00:00:00:00:02,00:00:00:00:00:01,,,of:0000000000000002,34902898441429785,3,294,2,0.0,ADDED
2026-06-08 16:59:05,00:00:00:00:00:02|00:00:00:00:00:01|None|None|of:0000000000000002,00:00:00:00:00:02,00:00:00:00:00:01,,,of:0000000000000002,34902897208073662,0,0,2,0.0,ADDED
2026-06-08 16:59:05,00:00:00:00:00:01|00:00:00:00:00:02|None|None|of:0000000000000002,00:00:00:00:00:01,00:00:00:00:00:02,,,of:0000000000000002,34902899328279504,35,3430,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000002,,,,,of:0000000000000002,281475022575828,6,837,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000002,,,,,of:0000000000000002,281475568191580,47,4606,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:02|00:00:00:00:00:01|None|None|of:0000000000000002,00:00:00:00:00:02,00:00:00:00:00:01,,,of:0000000000000002,34902897244613097,0,0,2,0.0,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000007,,,,,of:0000000000000007,281475652364572,3,294,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000007,,,,,of:0000000000000007,281478438392611,0,0,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000007,,,,,of:0000000000000007,281476350262333,6,840,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000007,,,,,of:0000000000000007,281475000925130,6,840,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000008,,,,,of:0000000000000008,281476059291414,0,0,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000008,,,,,of:0000000000000008,281476101349656,9,1254,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:02|00:00:00:00:00:01|None|None|of:0000000000000008,00:00:00:00:00:02,00:00:00:00:00:01,,,of:0000000000000008,34902900725892896,0,0,2,0.0,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000008,,,,,of:0000000000000008,281476270708671,9,1254,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:01|00:00:00:00:00:02|None|None|of:0000000000000008,00:00:00:00:00:01,00:00:00:00:00:02,,,of:0000000000000008,34902898875781211,27,2646,4,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:01|00:00:00:00:00:02|None|None|of:0000000000000008,00:00:00:00:00:01,00:00:00:00:00:02,,,of:0000000000000008,34902901305484251,0,0,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000008,,,,,of:0000000000000008,281476010895837,141,13818,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:02|00:00:00:00:00:01|None|None|of:0000000000000008,00:00:00:00:00:02,00:00:00:00:00:01,,,of:0000000000000008,34902901039911662,0,0,2,0.0,ADDED
2026-06-08 16:59:05,00:00:00:00:00:02|00:00:00:00:00:01|None|None|of:0000000000000008,00:00:00:00:00:02,00:00:00:00:00:01,,,of:0000000000000008,34902899716590458,0,0,2,0.0,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000005,,,,,of:0000000000000005,281478762460478,0,0,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000005,,,,,of:0000000000000005,281478211273411,6,837,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000005,,,,,of:0000000000000005,281475117841124,53,5194,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000005,,,,,of:0000000000000005,281478979269874,6,837,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000006,,,,,of:0000000000000006,281475738574217,6,840,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000006,,,,,of:0000000000000006,281476873293724,6,840,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000006,,,,,of:0000000000000006,281475411377083,0,0,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000006,,,,,of:0000000000000006,281478888449605,3,294,5,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000009,,,,,of:0000000000000009,281478887649794,6,836,5,5.08,ADDED
2026-06-08 16:59:05,00:00:00:00:00:02|00:00:00:00:00:01|None|None|of:0000000000000009,00:00:00:00:00:02,00:00:00:00:00:01,,,of:0000000000000009,34902901355594755,20,1960,4,5.08,ADDED
2026-06-08 16:59:05,None|None|None|None|of:0000000000000009,,,,,of:0000000000000009,281474993990194,66,6468,5,5.08,ADDED
